TT1,TT2,TT3,TT4,TT5,TT6,TT7,TT8,TT9,TT10,TT11,TT12,TT13_1,TT13_2,TT13_3,TT13_4,TT13_5,TT13_6,TT13_7,TT13_8,TT14_1,TT14_2,TT14_3,TT14_4,TT15,TT16,TT17,TT18
12,0.282222222222222,8,20.9227272727273,0.0489177202621301,0.0700175877071182,,,0,0,0,,242,602,982,1282,1502,1822,2082,2302,282,502,802,1042,0,0,0,
12,0.116944444444444,9,20.3863636363636,0.00722573473216147,0.00622512265111543,,,0,0,0,,362,682,1022,1262,1542,1922,2282,2662,282,542,782,1022,0,0,0,
12,0.386111111111111,9,22.4318181818182,0.0641947980077476,0.0880027814143341,,,0,0.111111111111111,0.00194931773879142,,322,522,822,1042,1402,1702,1942,2142,301,541,741,1101,0,0,0,
12,0.0988888888888889,9,20.2166666666667,0,0,,,0,0,0,,321,621,981,1201,1501,1881,2161,2461,281,501,901,1301,0,0,0,
12,0.1125,8,20.4212121212121,0.0075668982596134,0.0051731661839965,,,0,0,0,,201,401,801,1181,1541,1921,2201,2541,301,601,981,1261,0,0,0,
12,0.0986111111111111,9,20.2227272727273,0.00048526863084922,0.000971952235490142,,,0,0,0,,402,682,962,1242,1622,2002,2262,2522,262,502,902,1182,0,0,0,
12,0.138055555555556,8,20.5727272727273,0.0130342320093298,0.0112237341479219,,,0,0,0,,361,761,1001,1341,1721,1941,2241,2601,382,682,902,1142,0,0,0,
12,0.151388888888889,9,20.9430555555556,0.0160488096027588,0.0133566293313586,,,0,0.111111111111111,0.0142793395805444,,222,442,722,1062,1262,1662,1882,2242,242,522,782,1002,0,0,0,
12,0.196111111111111,8,20.3833333333333,0.0297036479364862,0.046514856984171,,,0,0,0,,342,722,1042,1442,1742,2022,2222,2442,382,662,1062,1302,0,0,0,
12,0.0886111111111111,8,20.1683333333333,0.000983215113420886,0.0011339442747385,,,0,0,0,,361,701,1101,1361,1761,2001,2361,2701,202,422,622,902,0,0,0,
12,0.101111111111111,9,20.5424242424242,0,0,,,0,0,0,,382,722,1082,1282,1482,1842,2122,2462,361,661,941,1221,0,0,0,
12,0.109166666666667,9,20.3333333333333,0.00641288033838177,0.00391095066185319,,,0,0.111111111111111,0.0648148148148148,,282,522,742,1022,1362,1742,2002,2362,342,602,1002,1322,0,0,0,
12,0.141666666666667,9,20.6075757575758,0.012280701754386,0.00805993044260194,,,0,0,0,,401,601,961,1221,1441,1661,2021,2381,281,581,941,1261,0,0,0,
12,0.111388888888889,8,20.2727272727273,0.00638780135998352,0.00501712487272054,,,0,0,0,,221,521,841,1241,1461,1781,2021,2421,381,701,1041,1361,0,0,0,
12,0.114166666666667,9,20.3055555555556,0.00683994528043776,0.00570112799354677,,,0,0,0,,401,781,1001,1261,1501,1741,2041,2301,221,601,901,1281,0,0,0,
12,0.131666666666667,9,20.3166666666667,0.00799835931091058,0.0134684809775062,,,0,0,0,,341,661,961,1261,1521,1921,2181,2381,402,662,982,1242,0,0,0,
12,0.120277777777778,8,20.2727272727273,0.00590699910708153,0.00828473572155882,,,0,0,0,,241,581,941,1241,1521,1841,2061,2421,381,621,861,1141,0,0,0,
12,0.328055555555556,9,21.0060606060606,0.0555446644448801,0.0748006506129249,,,0,0,0,,361,681,1021,1321,1521,1721,1961,2161,342,542,882,1082,0,0,0,
12,0.11,9,20.6,0.000952705001701259,0.00121494029436268,,,0,0,0,,401,661,901,1281,1581,1881,2121,2501,321,661,861,1261,0,0,0,
12,0.0941666666666667,8,20.2166666666667,0,0,,,0,0,0,,242,582,942,1242,1562,1922,2322,2562,362,742,942,1242,0,0,0,
12,0.172777777777778,9,20.7111111111111,0.0202521459227468,0.0209184618029384,,,0,0,0,,321,541,861,1141,1381,1761,2041,2261,262,582,922,1322,0,0,0,
12,0.138611111111111,9,20.525,0.0132629584517526,0.0151032781899208,,,0,0.111111111111111,0.00447427293064877,,201,541,741,961,1281,1561,1821,2041,222,622,1002,1362,0,0,0,
12,0.0975,9,20.3772727272727,0,0,,,0,0,0,,242,522,882,1082,1482,1802,2102,2502,262,462,742,1042,0,0,0,
12,0.195555555555556,10,20.7277777777778,0.0245912623961404,0.0367567650961153,,,0,0,0,,262,542,782,1022,1262,1542,1742,2002,361,721,1041,1301,0,0,0,
12,0.0972222222222222,8,20.2166666666667,0,0,,,0,0,0,,342,682,1022,1282,1682,2042,2322,2642,301,641,981,1381,0,0,0,
12,0.101944444444444,9,20.3318181818182,0.00549563783746651,0.00290097988653945,,,0,0,0,,382,662,882,1222,1542,1822,2102,2462,381,721,1081,1461,0,0,0,
12,0.226388888888889,8,21.0969696969697,0.0401920799894751,0.0440304280556989,,,0,0.125,0.0262755102040816,,342,582,982,1362,1642,1882,2102,2322,321,701,901,1141,0,0,0,
12,0.0894444444444444,8,20.2166666666667,0.000484060576723601,0.000971952235490142,,,0,0,0,,222,562,862,1262,1622,1902,2142,2482,282,502,742,1062,0,0,0,
12,0.150833333333333,8,20.4227272727273,0.0143660635630548,0.0180968249560307,,,0,0.125,0.0242718446601942,,262,662,882,1122,1522,1822,2122,2322,282,642,1042,1322,0,0,0,
12,0.359722222222222,10,22.6847222222222,0.065266638094655,0.0830900146784627,,,0,0,0,,262,642,862,1062,1342,1542,1782,1982,381,641,841,1121,0,0,0,
12,0.242222222222222,9,20.9833333333333,0.0386550172094255,0.0498585049126566,,,0,0,0,,241,601,841,1081,1381,1581,1801,2161,221,561,901,1141,0,0,0,
12,0.131944444444444,9,20.5545454545455,0.0102704553235193,0.007942238267148,,,0,0,0,,401,761,981,1361,1581,1801,2201,2561,342,642,1002,1262,0,0,0,
12,0.107777777777778,8,20.2727272727273,0.00539493705906764,0.00442932518744793,,,0,0,0,,222,602,922,1322,1542,1922,2202,2522,322,622,842,1142,0,0,0,
12,0.0919444444444444,8,20.1683333333333,0.00050363335491762,0.000277700638711469,,,0,0,0,,401,661,1061,1401,1741,2121,2501,2901,262,562,842,1162,0,0,0,
12,0.14,9,20.3727272727273,0.00957330415754923,0.00637389085042514,,,0,0,0,,302,582,982,1202,1422,1662,2022,2422,341,621,961,1341,0,0,0,
12,0.185277777777778,9,21.2194444444444,0.0221233145699699,0.0122193790966355,,,0,0.111111111111111,0.0780780780780779,,242,462,682,982,1382,1682,1962,2262,261,601,941,1181,0,0,0,
12,0.0972222222222222,8,20.2166666666667,0,0,,,0,0,0,,321,721,1001,1381,1601,2001,2341,2721,342,582,882,1282,0,0,0,
12,0.150277777777778,9,20.4984848484848,0.0167272228696785,0.0116984700017191,,,0,0,0,,302,702,982,1202,1422,1782,2162,2542,321,701,1041,1281,0,0,0,
12,0.109444444444444,9,20.430303030303,0.000960021943358705,0.000890956215865963,,,0,0,0,,381,641,921,1221,1481,1741,2121,2501,341,641,841,1181,0,0,0,
12,0.165555555555556,9,20.6969696969697,0.0164422491372894,0.0158567064704249,,,0,0,0,,301,681,961,1201,1501,1761,2161,2481,242,442,662,922,0,0,0,
12,0.464444444444444,9,23.6863636363636,0.0806527909176916,0.0956653354667801,,,0,0.111111111111111,0.047111111111111,,261,461,721,921,1321,1701,2081,2321,302,622,822,1022,0,0,0,
12,0.117222222222222,8,20.4469696969697,0.00560377229549648,0.00313570304545034,,,0,0.125,0.0145759717314488,,222,482,842,1122,1502,1802,2202,2462,361,581,901,1241,0,0,0,
12,0.143055555555556,9,20.4666666666667,0.00841476655808903,0.0105063408312506,,,0,0,0,,361,641,961,1221,1421,1801,2001,2321,302,682,1062,1322,0,0,0,
12,0.0997222222222222,8,20.2166666666667,0,0,,,0,0,0,,262,622,1022,1302,1542,1902,2202,2442,342,542,902,1302,0,0,0,
12,0.207777777777778,9,20.419696969697,0.030253807106599,0.051791169119689,,,0,0,0,,382,742,1062,1302,1622,1902,2102,2302,282,642,902,1242,0,0,0,
12,0.131944444444444,9,20.4055555555556,0.0124557582357746,0.00954265349572207,,,0,0,0,,222,582,922,1142,1442,1682,1882,2262,342,642,982,1282,0,0,0,
12,0.113055555555556,8,20.2727272727273,0.00687852524418765,0.00806488938257891,,,0,0.125,0.00557324840764331,,262,522,782,1122,1502,1862,2082,2442,321,701,1041,1421,0,0,0,
12,0.0769444444444444,8,20.1683333333333,0.000987514989066798,0.000809960196241785,,,0,0,0,,362,702,962,1362,1622,2022,2422,2702,201,521,901,1181,0,0,0,
12,0.121666666666667,8,20.3484848484849,0.00641866243357029,0.0053133388873461,,,0,0,0,,261,521,921,1301,1621,1841,2221,2541,261,561,901,1301,0,0,0,
12,0.135277777777778,9,20.6666666666667,0.00809825887434202,0.00444155723939117,,,0,0.111111111111111,0.0110192837465565,,262,662,922,1202,1442,1762,2122,2422,401,761,961,1301,0,0,0,
12,0.157222222222222,8,20.3848484848485,0.0151990185387132,0.0192539109506619,,,0,0,0,,362,722,982,1262,1642,1842,2162,2382,201,401,641,921,0,0,0,
12,0.15,9,20.8560606060606,0.0127141327623126,0.0142156279340395,,,0,0,0,,321,521,841,1221,1541,1941,2201,2421,201,501,801,1201,0,0,0,
12,0.343055555555556,10,23.2041666666667,0.0478242652780272,0.0549467079250472,,,0,0,0,,242,502,702,902,1102,1422,1782,2142,241,441,741,961,0,0,0,
12,0.0913888888888889,8,20.2166666666667,0.000973506710242681,0.0013607331296862,,,0,0,0,,242,542,922,1282,1622,2002,2242,2562,322,602,822,1062,0,0,0,
12,0.2175,9,21.3583333333333,0.0361555468851606,0.0395386202245406,,,0,0,0,,282,602,822,1062,1402,1602,1902,2222,262,622,842,1202,0,0,0,
12,0.126944444444444,9,20.4125,0.0140845070422535,0.0213829491807831,,,0,0,0,,221,541,781,1161,1521,1781,1981,2281,362,602,982,1182,0,0,0,
12,0.0919444444444444,9,20.2166666666667,0,0,,,0,0,0,,341,661,1001,1321,1561,1861,2221,2561,282,602,882,1222,0,0,0,
12,0.125277777777778,9,20.4272727272727,0.00659340659340659,0.00429774798005844,,,0,0,0,,322,622,1002,1282,1482,1842,2222,2522,341,741,981,1341,0,0,0,
12,0.100555555555556,9,20.4727272727273,0.00461016949152542,0.00387855225400352,,,0,0,0,,222,542,782,1022,1342,1722,2102,2362,242,602,842,1182,0,0,0,
12,0.309166666666667,9,21.8484848484849,0.0591615102917035,0.0690515861996011,,,0,0,0,,262,562,782,1042,1322,1582,1962,2182,261,461,701,921,0,0,0,
12,0.208611111111111,9,21.0708333333333,0.0288049568255224,0.0259760295861379,,,0,0.111111111111111,0.00290215588723051,,342,582,862,1142,1362,1742,2042,2262,321,621,821,1081,0,0,0,
12,0.153055555555556,9,20.8060606060606,0.0188373506177841,0.01527155155314,,,0,0,0,,261,461,861,1201,1561,1781,2181,2521,342,642,1002,1202,0,0,0,
12,0.115833333333333,9,20.2712121212121,0.0064686652291855,0.00365473876304201,,,0,0,0,,302,522,802,1202,1482,1862,2262,2602,381,701,981,1321,0,0,0,
12,0.118611111111111,9,20.4736111111111,0.00610542025642765,0.00555401277422938,,,0,0,0,,322,622,842,1102,1402,1682,1922,2162,382,682,962,1302,0,0,0,
12,0.0986111111111111,8,20.2166666666667,0.00097073914852309,0.00124965287420161,,,0,0,0,,401,661,941,1321,1681,1981,2221,2521,302,602,1002,1302,0,0,0,
12,0.103888888888889,9,20.7272727272727,0,0,,,0,0,0,,342,682,1042,1262,1502,1882,2222,2502,342,602,922,1142,0,0,0,
12,0.0958333333333333,8,20.2166666666667,0,0,,,0,0,0,,281,621,961,1261,1581,1941,2341,2681,341,641,1021,1321,0,0,0,
12,0.151944444444444,9,20.6430555555556,0.0164838861602637,0.014289020245699,,,0,0,0,,242,602,942,1202,1402,1742,2082,2342,382,702,1022,1242,0,0,0,
12,0.136944444444444,9,20.4681818181818,0.0179995909183882,0.0183120429510322,,,0,0,0,,322,562,902,1302,1562,1762,2042,2442,282,482,842,1122,0,0,0,
12,0.12,8,20.3363636363636,0.00758568374594855,0.00925668795704896,,,0,0,0,,301,701,981,1361,1681,1961,2161,2521,402,802,1062,1442,0,0,0,
12,0.0936111111111111,9,20.2166666666667,0,0,,,0,0,0,,342,602,882,1162,1442,1782,2142,2522,222,422,782,1082,0,0,0,
12,0.358055555555556,10,22.5742424242424,0.0711910333784949,0.0645063320153575,,,0.1,0.1,0.1,,381,581,801,1081,1281,1541,1901,2261,401,661,1021,1401,0,0,0,
12,0.1025,8,20.2166666666667,0,0,,,0,0,0,,302,682,1002,1402,1622,2002,2322,2662,342,722,1102,1402,0,0,0,
12,0.266944444444444,9,21.4013888888889,0.0510740476344993,0.0609718199970909,,,0,0.111111111111111,0.00952380952380953,,282,582,782,1122,1422,1682,1902,2102,381,721,941,1161,0,0,0,
12,0.0975,8,20.2166666666667,0,0,,,0,0,0,,201,561,821,1201,1581,1921,2201,2521,281,501,901,1181,0,0,0,
12,0.173888888888889,8,20.3409090909091,0.020776193088316,0.0346662963991484,,,0,0,0,,281,641,1041,1421,1721,2041,2241,2441,361,581,861,1081,0,0,0,
12,0.113055555555556,9,20.5393939393939,0.000947610667388656,0.00161992039248357,,,0,0,0,,262,602,942,1202,1462,1762,2002,2382,322,602,982,1182,0,0,0,
12,0.229166666666667,8,20.6893939393939,0.0346914078257362,0.0484772748310653,,,0,0,0,,301,641,981,1221,1621,1841,2141,2381,301,701,1041,1301,0,0,0,
12,0.263333333333333,9,21.0263888888889,0.0471629566021534,0.0619874109043783,,,0,0,0,,222,562,862,1122,1322,1522,1742,2042,261,561,781,1101,0,0,0,
12,0.398055555555556,9,22.3439393939394,0.0759642812848816,0.110216738736595,,,0,0,0,,321,621,821,1041,1381,1641,1961,2221,301,521,821,1041,0,0,0,
12,0.141111111111111,8,20.3666666666667,0.00893344244408074,0.00828473572155882,,,0,0,0,,241,441,781,1121,1501,1821,2081,2321,382,782,1142,1462,0,0,0,
12,0.103611111111111,9,20.2166666666667,0.000964054537942432,0.000458977444537011,,,0,0.111111111111111,0.00762527233115469,,321,561,901,1121,1501,1701,2041,2421,382,762,1142,1442,0,0,0,
12,0.279166666666667,8,20.7530303030303,0.0462021930997593,0.068603628621679,,,0,0.125,0.00275157232704402,,341,581,981,1381,1721,1921,2141,2341,382,622,842,1082,0,0,0,
12,0.115277777777778,9,21.1939393939394,0.00326101424198057,0.00224011848560585,,,0,0,0,,262,662,862,1062,1462,1802,2202,2562,261,621,901,1201,0,0,0,
12,0.189444444444444,8,20.6783333333333,0.0250953206239168,0.0156272728474895,,,0,0.125,0.0691489361702128,,361,721,1081,1381,1741,2141,2461,2721,381,581,781,1121,0,0,0,
12,0.103055555555556,8,20.2166666666667,0,0,,,0,0,0,,321,661,961,1221,1581,1941,2301,2561,322,602,822,1182,0,0,0,
12,0.136944444444444,8,20.4257575757576,0.0146938775510204,0.0203184300657225,,,0,0,0,,341,601,961,1321,1641,1901,2121,2381,361,741,1081,1301,0,0,0,
12,0.306388888888889,9,21.775,0.0523025896160225,0.0368519767436736,,,0,0.111111111111111,0.0103703703703704,,242,462,682,1022,1262,1522,1802,2062,401,741,1021,1281,0,0,0,
12,0.216944444444444,9,21.0541666666667,0.0358862721815423,0.0426687031380172,,,0,0,0,,281,681,901,1201,1421,1621,1981,2261,321,561,801,1201,0,0,0,
12,0.105277777777778,8,20.2530303030303,0,0,,,0,0,0,,201,521,901,1161,1561,1861,2201,2541,221,601,841,1121,0,0,0,
12,0.178888888888889,9,20.7181818181818,0.0254499059897932,0.0164782269475409,,,0,0,0,,282,542,822,1122,1422,1822,2122,2382,302,602,862,1122,0,0,0,
12,0.118611111111111,8,20.2166666666667,0.00597139286210249,0.00916412107747848,,,0,0,0,,401,781,1101,1481,1761,2081,2321,2541,322,562,842,1142,0,0,0,
12,0.213888888888889,10,22.2111111111111,0.0284517258629315,0.0156691483406285,,,0,0.1,0.096774193548387,,281,541,741,981,1261,1461,1861,2141,322,582,802,1202,0,0,0,
12,0.223611111111111,8,20.8454545454545,0.0353035571008291,0.034927797833935,,,0,0.125,0.0308333333333333,,242,622,1002,1302,1522,1842,2202,2402,301,521,721,941,0,0,0,
12,0.280277777777778,9,20.9818181818182,0.0568249160466188,0.0605486571190544,,,0,0,0,,321,681,921,1201,1561,1821,2041,2261,401,781,981,1201,0,0,0,
12,0.143888888888889,9,20.6958333333333,0.00899268505469432,0.00535345120182665,,,0,0.111111111111111,0.00498575498575499,,201,481,801,1081,1321,1661,1921,2261,381,621,821,1161,0,0,0,
12,0.129722222222222,9,20.3727272727273,0.00638560834935457,0.00855251848031631,,,0,0,0,,362,622,922,1222,1482,1862,2082,2482,302,582,982,1202,0,0,0,
12,0.110833333333333,9,20.4291666666667,0.00394316404922157,0.00430435990002777,,,0,0,0,,202,542,842,1122,1382,1642,2042,2282,282,642,982,1202,0,0,0,
12,0.260277777777778,9,20.8469696969697,0.047634756218249,0.0675361341426323,,,0,0,0,,242,582,922,1222,1462,1662,1862,2202,321,581,981,1261,0,0,0,
12,0.229444444444444,9,20.85,0.0339728217426059,0.0550772933444414,,,0,0,0,,201,561,961,1221,1441,1661,1861,2061,402,742,1062,1402,0,0,0,
12,0.0980555555555556,8,20.2166666666667,0.000480703200109875,0.000971952235490142,,,0,0,0,,221,541,921,1201,1601,1881,2121,2381,241,581,961,1321,0,0,0,
12,0.1025,8,20.2166666666667,0,0,,,0,0,0,,202,562,922,1262,1562,1842,2142,2542,242,622,862,1222,0,0,0,
12,0.117222222222222,8,20.669696969697,0.00400787989946335,0.00251252958834186,,,0,0,0,,261,641,841,1221,1581,1921,2201,2521,321,541,801,1041,0,0,0,
12,0.476388888888889,10,23.4597222222222,0.112781954887218,0.108724097803519,,,0.1,0.1,0.1,,301,521,741,1001,1261,1501,1801,2081,262,542,802,1122,0,0,0,
12,0.177222222222222,9,21.3652777777778,0.0172268088149256,0.0175893600983854,,,0,0,0,,362,622,822,1162,1422,1762,1962,2282,241,481,701,941,0,0,0,
12,0.135555555555556,9,20.3736111111111,0.0102256459199673,0.0166620383226881,,,0,0,0,,301,641,881,1221,1541,1841,2061,2321,261,521,801,1161,0,0,0,
12,0.121944444444444,8,20.3893939393939,0.0074888354517348,0.00971952235490141,,,0,0,0,,402,642,962,1302,1662,1982,2182,2502,401,601,881,1281,0,0,0,
12,0.293055555555556,9,21.1530303030303,0.0618375707133104,0.087743373754204,,,0,0.111111111111111,0.00347222222222222,,262,502,882,1222,1442,1742,1942,2182,341,701,1041,1241,0,0,0,
12,0.14,9,21.2469696969697,0.00569460998543239,0.0114551513468481,,,0,0,0,,401,621,961,1161,1561,1961,2301,2521,241,441,661,901,0,0,0,
